C:\Users\alexc\AppData\Local\Programs\Python\Python311\python.exe D:\Cojo\agcojocaru-Adapting-unconstrained-spiking-neural-networks-to\experiments\mnist\train_spike_count.py 
2024-05-19 16:38:38.536095: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2024-05-19 16:38:39.575395: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
This network will be trained using DT = 0.015
Numpy seed: 397793767, Cupy seed: 943569308
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 72.07, Accuracy (%): 43.68, Silent labels (%): 10.57, Time (s): 15.7
Train | Epoch 8.5 | Loss: 86.09, Accuracy (%): 7.72, Silent labels (%): 0.0, Time (s): 26.34
Train | Epoch 8.6 | Loss: 86.22, Accuracy (%): 8.02, Silent labels (%): 0.0, Time (s): 31.62
Train | Epoch 8.7 | Loss: 86.31, Accuracy (%): 7.23, Silent labels (%): 0.0, Time (s): 36.86
Train | Epoch 8.8 | Loss: 86.6, Accuracy (%): 7.67, Silent labels (%): 0.0, Time (s): 42.08
Train | Epoch 8.9 | Loss: 86.42, Accuracy (%): 7.78, Silent labels (%): 0.0, Time (s): 47.32
Train | Epoch 9.0 | Loss: 86.6, Accuracy (%): 7.53, Silent labels (%): 0.0, Time (s): 52.47
Test | Epoch 9.0 | Loss: 86.83, Accuracy (%): 6.87, Learning rate: 0.003, Hidden layer 1 spike counts: 291.85, Output layer spike counts: 28.36, Hidden layer 1 silents (%): 1.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 625.17, Output layer weights norm: 118.52, Time (s): 1.65
Train | Epoch 9.1 | Loss: 86.8, Accuracy (%): 7.12, Silent labels (%): 0.0, Time (s): 5.23
Train | Epoch 9.2 | Loss: 86.6, Accuracy (%): 7.57, Silent labels (%): 0.0, Time (s): 10.4
Train | Epoch 9.3 | Loss: 86.49, Accuracy (%): 7.68, Silent labels (%): 0.0, Time (s): 15.64
Train | Epoch 9.4 | Loss: 87.21, Accuracy (%): 7.6, Silent labels (%): 0.0, Time (s): 20.98
Train | Epoch 9.5 | Loss: 87.12, Accuracy (%): 7.82, Silent labels (%): 0.0, Time (s): 26.69
Train | Epoch 9.6 | Loss: 87.5, Accuracy (%): 7.08, Silent labels (%): 0.0, Time (s): 31.96
Train | Epoch 9.7 | Loss: 87.32, Accuracy (%): 6.98, Silent labels (%): 0.0, Time (s): 37.41
Train | Epoch 9.8 | Loss: 87.43, Accuracy (%): 6.92, Silent labels (%): 0.0, Time (s): 42.76
Train | Epoch 9.9 | Loss: 87.46, Accuracy (%): 7.02, Silent labels (%): 0.0, Time (s): 48.1
Train | Epoch 10.0 | Loss: 87.51, Accuracy (%): 7.17, Silent labels (%): 0.0, Time (s): 53.28
Test | Epoch 10.0 | Loss: 88.13, Accuracy (%): 6.46, Learning rate: 0.003, Hidden layer 1 spike counts: 297.46, Output layer spike counts: 27.76, Hidden layer 1 silents (%): 1.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 647.09, Output layer weights norm: 125.75, Time (s): 1.66
This network will be trained using DT = 0.01
Numpy seed: 397793767, Cupy seed: 943569308
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 58.0, Accuracy (%): 64.42, Silent labels (%): 9.67, Time (s): 14.77
Train | Epoch 0.2 | Loss: 36.77, Accuracy (%): 82.53, Silent labels (%): 0.05, Time (s): 30.9
Train | Epoch 0.3 | Loss: 38.89, Accuracy (%): 80.42, Silent labels (%): 0.03, Time (s): 45.83
Train | Epoch 0.4 | Loss: 41.26, Accuracy (%): 76.75, Silent labels (%): 0.03, Time (s): 59.14
Train | Epoch 0.5 | Loss: 44.16, Accuracy (%): 72.07, Silent labels (%): 0.02, Time (s): 71.23
Train | Epoch 0.6 | Loss: 46.55, Accuracy (%): 68.93, Silent labels (%): 0.02, Time (s): 82.64
Train | Epoch 0.7 | Loss: 47.98, Accuracy (%): 66.83, Silent labels (%): 0.0, Time (s): 93.1
Train | Epoch 0.8 | Loss: 49.36, Accuracy (%): 64.67, Silent labels (%): 0.0, Time (s): 103.07
Train | Epoch 0.9 | Loss: 51.52, Accuracy (%): 60.12, Silent labels (%): 0.0, Time (s): 112.61
Train | Epoch 1.0 | Loss: 52.41, Accuracy (%): 58.95, Silent labels (%): 0.02, Time (s): 121.91
Test | Epoch 1.0 | Loss: 53.69, Accuracy (%): 55.87, Learning rate: 0.003, Hidden layer 1 spike counts: 714.37, Output layer spike counts: 33.19, Hidden layer 1 silents (%): 1.25, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 477.13, Output layer weights norm: 63.13, Time (s): 2.28
Best accuracy: 55.87%, Networks save to: best_model
Train | Epoch 1.1 | Loss: 53.8, Accuracy (%): 56.62, Silent labels (%): 0.02, Time (s): 9.03
Train | Epoch 1.2 | Loss: 53.87, Accuracy (%): 55.47, Silent labels (%): 0.0, Time (s): 17.89
Train | Epoch 1.3 | Loss: 55.69, Accuracy (%): 52.52, Silent labels (%): 0.0, Time (s): 26.34
Train | Epoch 1.4 | Loss: 56.03, Accuracy (%): 51.28, Silent labels (%): 0.0, Time (s): 35.18
Train | Epoch 1.5 | Loss: 57.26, Accuracy (%): 50.45, Silent labels (%): 0.02, Time (s): 43.26
Train | Epoch 1.6 | Loss: 58.89, Accuracy (%): 47.38, Silent labels (%): 0.02, Time (s): 50.93
Train | Epoch 1.7 | Loss: 59.17, Accuracy (%): 46.65, Silent labels (%): 0.03, Time (s): 58.57
Train | Epoch 1.8 | Loss: 59.73, Accuracy (%): 45.7, Silent labels (%): 0.02, Time (s): 66.3
Train | Epoch 1.9 | Loss: 59.96, Accuracy (%): 45.23, Silent labels (%): 0.0, Time (s): 73.66
Train | Epoch 2.0 | Loss: 60.6, Accuracy (%): 44.05, Silent labels (%): 0.02, Time (s): 81.01
Test | Epoch 2.0 | Loss: 61.94, Accuracy (%): 41.41, Learning rate: 0.003, Hidden layer 1 spike counts: 570.8, Output layer spike counts: 31.97, Hidden layer 1 silents (%): 1.75, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 495.77, Output layer weights norm: 70.16, Time (s): 2.14
Train | Epoch 2.1 | Loss: 61.58, Accuracy (%): 42.65, Silent labels (%): 0.03, Time (s): 7.21
Train | Epoch 2.2 | Loss: 61.99, Accuracy (%): 41.8, Silent labels (%): 0.0, Time (s): 14.51
Train | Epoch 2.3 | Loss: 62.74, Accuracy (%): 39.95, Silent labels (%): 0.0, Time (s): 21.56
Train | Epoch 2.4 | Loss: 63.25, Accuracy (%): 39.7, Silent labels (%): 0.0, Time (s): 28.7
Train | Epoch 2.5 | Loss: 63.8, Accuracy (%): 38.32, Silent labels (%): 0.02, Time (s): 35.64
Train | Epoch 2.6 | Loss: 64.56, Accuracy (%): 37.57, Silent labels (%): 0.0, Time (s): 42.58
Train | Epoch 2.7 | Loss: 64.41, Accuracy (%): 37.55, Silent labels (%): 0.03, Time (s): 49.29
Train | Epoch 2.8 | Loss: 65.02, Accuracy (%): 37.0, Silent labels (%): 0.0, Time (s): 56.01
Train | Epoch 2.9 | Loss: 65.1, Accuracy (%): 36.55, Silent labels (%): 0.03, Time (s): 62.55
Train | Epoch 3.0 | Loss: 65.85, Accuracy (%): 34.07, Silent labels (%): 0.02, Time (s): 69.36
Test | Epoch 3.0 | Loss: 66.61, Accuracy (%): 33.53, Learning rate: 0.003, Hidden layer 1 spike counts: 495.71, Output layer spike counts: 30.94, Hidden layer 1 silents (%): 2.0, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 514.44, Output layer weights norm: 76.57, Time (s): 2.17
Train | Epoch 3.1 | Loss: 65.86, Accuracy (%): 34.25, Silent labels (%): 0.02, Time (s): 6.41
Train | Epoch 3.2 | Loss: 66.78, Accuracy (%): 33.57, Silent labels (%): 0.02, Time (s): 12.95
Train | Epoch 3.3 | Loss: 66.51, Accuracy (%): 32.98, Silent labels (%): 0.03, Time (s): 19.42
Train | Epoch 3.4 | Loss: 67.16, Accuracy (%): 32.18, Silent labels (%): 0.03, Time (s): 25.94
Train | Epoch 3.5 | Loss: 67.8, Accuracy (%): 31.22, Silent labels (%): 0.0, Time (s): 32.37
Train | Epoch 3.6 | Loss: 68.3, Accuracy (%): 30.07, Silent labels (%): 0.0, Time (s): 38.79
Train | Epoch 3.7 | Loss: 68.43, Accuracy (%): 29.6, Silent labels (%): 0.03, Time (s): 45.25
Train | Epoch 3.8 | Loss: 68.29, Accuracy (%): 30.18, Silent labels (%): 0.03, Time (s): 51.53
Train | Epoch 3.9 | Loss: 68.54, Accuracy (%): 29.97, Silent labels (%): 0.05, Time (s): 57.89
Train | Epoch 4.0 | Loss: 68.46, Accuracy (%): 29.97, Silent labels (%): 0.0, Time (s): 64.11
Test | Epoch 4.0 | Loss: 70.05, Accuracy (%): 26.93, Learning rate: 0.003, Hidden layer 1 spike counts: 460.13, Output layer spike counts: 30.81, Hidden layer 1 silents (%): 1.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 533.64, Output layer weights norm: 82.6, Time (s): 2.13
Train | Epoch 4.1 | Loss: 69.07, Accuracy (%): 28.7, Silent labels (%): 0.02, Time (s): 6.11
Train | Epoch 4.2 | Loss: 69.38, Accuracy (%): 27.85, Silent labels (%): 0.02, Time (s): 12.36
Train | Epoch 4.3 | Loss: 69.6, Accuracy (%): 28.28, Silent labels (%): 0.02, Time (s): 18.59
Train | Epoch 4.4 | Loss: 70.14, Accuracy (%): 27.62, Silent labels (%): 0.0, Time (s): 24.71
Train | Epoch 4.5 | Loss: 70.32, Accuracy (%): 27.15, Silent labels (%): 0.02, Time (s): 30.89
Train | Epoch 4.6 | Loss: 70.76, Accuracy (%): 26.68, Silent labels (%): 0.03, Time (s): 37.04
Train | Epoch 4.7 | Loss: 71.52, Accuracy (%): 25.83, Silent labels (%): 0.05, Time (s): 43.5
Train | Epoch 4.8 | Loss: 71.99, Accuracy (%): 24.8, Silent labels (%): 0.02, Time (s): 49.9
Train | Epoch 4.9 | Loss: 71.26, Accuracy (%): 25.75, Silent labels (%): 0.03, Time (s): 56.03
Train | Epoch 5.0 | Loss: 71.6, Accuracy (%): 25.05, Silent labels (%): 0.07, Time (s): 62.13
Test | Epoch 5.0 | Loss: 72.83, Accuracy (%): 22.97, Learning rate: 0.003, Hidden layer 1 spike counts: 439.48, Output layer spike counts: 30.47, Hidden layer 1 silents (%): 2.12, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 552.93, Output layer weights norm: 88.38, Time (s): 2.43
Train | Epoch 5.1 | Loss: 72.44, Accuracy (%): 24.25, Silent labels (%): 0.0, Time (s): 6.0
Train | Epoch 5.2 | Loss: 71.78, Accuracy (%): 24.77, Silent labels (%): 0.02, Time (s): 12.03
Train | Epoch 5.3 | Loss: 72.22, Accuracy (%): 24.05, Silent labels (%): 0.03, Time (s): 18.2
Train | Epoch 5.4 | Loss: 73.5, Accuracy (%): 22.17, Silent labels (%): 0.03, Time (s): 24.49
Train | Epoch 5.5 | Loss: 73.41, Accuracy (%): 23.92, Silent labels (%): 0.02, Time (s): 30.73
Train | Epoch 5.6 | Loss: 73.2, Accuracy (%): 23.72, Silent labels (%): 0.02, Time (s): 36.59
Train | Epoch 5.7 | Loss: 73.88, Accuracy (%): 22.22, Silent labels (%): 0.07, Time (s): 42.39
Train | Epoch 5.8 | Loss: 73.88, Accuracy (%): 23.22, Silent labels (%): 0.02, Time (s): 48.27
Train | Epoch 5.9 | Loss: 73.62, Accuracy (%): 23.02, Silent labels (%): 0.02, Time (s): 54.27
Train | Epoch 6.0 | Loss: 74.2, Accuracy (%): 22.12, Silent labels (%): 0.02, Time (s): 60.63
Test | Epoch 6.0 | Loss: 75.08, Accuracy (%): 20.33, Learning rate: 0.003, Hidden layer 1 spike counts: 420.03, Output layer spike counts: 30.23, Hidden layer 1 silents (%): 2.0, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 572.62, Output layer weights norm: 93.78, Time (s): 2.23
Train | Epoch 6.1 | Loss: 73.81, Accuracy (%): 23.18, Silent labels (%): 0.02, Time (s): 6.02
Train | Epoch 6.2 | Loss: 74.58, Accuracy (%): 22.0, Silent labels (%): 0.0, Time (s): 12.49
Train | Epoch 6.3 | Loss: 74.03, Accuracy (%): 23.05, Silent labels (%): 0.02, Time (s): 18.69
Train | Epoch 6.4 | Loss: 75.03, Accuracy (%): 21.28, Silent labels (%): 0.05, Time (s): 24.66
Train | Epoch 6.5 | Loss: 75.26, Accuracy (%): 21.03, Silent labels (%): 0.02, Time (s): 30.72
Train | Epoch 6.6 | Loss: 75.32, Accuracy (%): 21.33, Silent labels (%): 0.05, Time (s): 36.52
Train | Epoch 6.7 | Loss: 75.86, Accuracy (%): 20.7, Silent labels (%): 0.03, Time (s): 42.38
Train | Epoch 6.8 | Loss: 76.11, Accuracy (%): 20.37, Silent labels (%): 0.03, Time (s): 48.13
Train | Epoch 6.9 | Loss: 76.26, Accuracy (%): 20.57, Silent labels (%): 0.0, Time (s): 53.97
Train | Epoch 7.0 | Loss: 75.74, Accuracy (%): 21.53, Silent labels (%): 0.02, Time (s): 59.81
Test | Epoch 7.0 | Loss: 76.53, Accuracy (%): 19.69, Learning rate: 0.003, Hidden layer 1 spike counts: 411.28, Output layer spike counts: 29.76, Hidden layer 1 silents (%): 1.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 592.23, Output layer weights norm: 98.56, Time (s): 2.1
Train | Epoch 7.1 | Loss: 76.57, Accuracy (%): 20.17, Silent labels (%): 0.02, Time (s): 5.64
Train | Epoch 7.2 | Loss: 76.49, Accuracy (%): 20.12, Silent labels (%): 0.0, Time (s): 11.5
Train | Epoch 7.3 | Loss: 75.88, Accuracy (%): 21.05, Silent labels (%): 0.03, Time (s): 17.35
Train | Epoch 7.4 | Loss: 76.53, Accuracy (%): 19.3, Silent labels (%): 0.03, Time (s): 23.26
Train | Epoch 7.5 | Loss: 77.32, Accuracy (%): 19.0, Silent labels (%): 0.03, Time (s): 29.09
Train | Epoch 7.6 | Loss: 76.91, Accuracy (%): 19.43, Silent labels (%): 0.05, Time (s): 34.81
Train | Epoch 7.7 | Loss: 77.46, Accuracy (%): 18.7, Silent labels (%): 0.03, Time (s): 40.51
Train | Epoch 7.8 | Loss: 77.77, Accuracy (%): 18.73, Silent labels (%): 0.02, Time (s): 46.25
Train | Epoch 7.9 | Loss: 77.48, Accuracy (%): 19.02, Silent labels (%): 0.05, Time (s): 51.96
Train | Epoch 8.0 | Loss: 77.32, Accuracy (%): 19.2, Silent labels (%): 0.03, Time (s): 57.73
