C:\Users\alexc\AppData\Local\Programs\Python\Python311\python.exe D:\Cojo\agcojocaru-Adapting-unconstrained-spiking-neural-networks-to\experiments\mnist\train_spike_count.py 
2024-05-20 11:25:06.412870: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2024-05-20 11:25:07.406722: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
STARTING RUN NUMBER 0





This network will be trained using DT = 0.015
Numpy seed: 523157788, Cupy seed: 1016678477
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 72.08, Accuracy (%): 41.9, Silent labels (%): 10.98, Time (s): 15.29
Train | Epoch 6.7 | Loss: 83.79, Accuracy (%): 9.33, Silent labels (%): 0.0, Time (s): 44.75
Train | Epoch 6.8 | Loss: 83.75, Accuracy (%): 9.23, Silent labels (%): 0.0, Time (s): 50.07
Train | Epoch 6.9 | Loss: 84.09, Accuracy (%): 8.77, Silent labels (%): 0.0, Time (s): 55.56
Train | Epoch 7.0 | Loss: 84.14, Accuracy (%): 8.95, Silent labels (%): 0.0, Time (s): 60.93
Test | Epoch 7.0 | Loss: 84.44, Accuracy (%): 8.79, Learning rate: 0.003, Hidden layer 1 spike counts: 302.86, Output layer spike counts: 28.8, Hidden layer 1 silents (%): 1.25, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 584.06, Output layer weights norm: 103.02, Time (s): 1.54
Train | Epoch 7.1 | Loss: 84.24, Accuracy (%): 8.8, Silent labels (%): 0.0, Time (s): 4.9
Train | Epoch 7.2 | Loss: 84.33, Accuracy (%): 8.58, Silent labels (%): 0.0, Time (s): 9.95
Train | Epoch 7.3 | Loss: 84.33, Accuracy (%): 8.55, Silent labels (%): 0.0, Time (s): 14.98
Train | Epoch 7.4 | Loss: 84.48, Accuracy (%): 8.6, Silent labels (%): 0.0, Time (s): 20.03
Train | Epoch 7.5 | Loss: 84.26, Accuracy (%): 8.52, Silent labels (%): 0.0, Time (s): 25.29
Train | Epoch 7.6 | Loss: 84.53, Accuracy (%): 9.35, Silent labels (%): 0.0, Time (s): 30.98
Train | Epoch 7.7 | Loss: 85.29, Accuracy (%): 8.08, Silent labels (%): 0.0, Time (s): 36.24
Train | Epoch 7.8 | Loss: 84.98, Accuracy (%): 8.32, Silent labels (%): 0.0, Time (s): 41.3
Train | Epoch 7.9 | Loss: 85.52, Accuracy (%): 7.83, Silent labels (%): 0.0, Time (s): 46.5
Train | Epoch 8.0 | Loss: 85.13, Accuracy (%): 8.77, Silent labels (%): 0.0, Time (s): 51.53
Test | Epoch 8.0 | Loss: 85.96, Accuracy (%): 7.33, Learning rate: 0.003, Hidden layer 1 spike counts: 282.97, Output layer spike counts: 28.98, Hidden layer 1 silents (%): 1.25, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 605.73, Output layer weights norm: 110.88, Time (s): 1.46
Train | Epoch 8.1 | Loss: 85.41, Accuracy (%): 8.25, Silent labels (%): 0.0, Time (s): 4.83
Train | Epoch 8.2 | Loss: 85.68, Accuracy (%): 7.75, Silent labels (%): 0.0, Time (s): 9.76
Train | Epoch 8.3 | Loss: 85.78, Accuracy (%): 7.45, Silent labels (%): 0.0, Time (s): 14.56
Train | Epoch 8.4 | Loss: 85.82, Accuracy (%): 7.98, Silent labels (%): 0.0, Time (s): 19.39
Train | Epoch 8.5 | Loss: 85.74, Accuracy (%): 8.02, Silent labels (%): 0.0, Time (s): 24.23
Train | Epoch 8.6 | Loss: 85.77, Accuracy (%): 8.47, Silent labels (%): 0.0, Time (s): 28.98
Train | Epoch 8.7 | Loss: 85.5, Accuracy (%): 8.3, Silent labels (%): 0.0, Time (s): 33.9
Train | Epoch 8.8 | Loss: 86.45, Accuracy (%): 7.3, Silent labels (%): 0.0, Time (s): 39.11
Train | Epoch 8.9 | Loss: 86.26, Accuracy (%): 7.83, Silent labels (%): 0.0, Time (s): 44.14
Train | Epoch 9.0 | Loss: 86.23, Accuracy (%): 7.67, Silent labels (%): 0.0, Time (s): 49.03
Test | Epoch 9.0 | Loss: 86.64, Accuracy (%): 7.42, Learning rate: 0.003, Hidden layer 1 spike counts: 268.61, Output layer spike counts: 28.45, Hidden layer 1 silents (%): 1.38, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 627.72, Output layer weights norm: 118.19, Time (s): 1.6
Train | Epoch 9.1 | Loss: 86.43, Accuracy (%): 7.52, Silent labels (%): 0.0, Time (s): 5.0
Train | Epoch 9.2 | Loss: 86.26, Accuracy (%): 8.1, Silent labels (%): 0.0, Time (s): 9.73
Train | Epoch 9.3 | Loss: 86.5, Accuracy (%): 7.93, Silent labels (%): 0.0, Time (s): 14.46
Train | Epoch 9.4 | Loss: 86.64, Accuracy (%): 7.55, Silent labels (%): 0.0, Time (s): 19.28
Train | Epoch 9.5 | Loss: 86.91, Accuracy (%): 7.28, Silent labels (%): 0.0, Time (s): 24.07
Train | Epoch 9.6 | Loss: 86.98, Accuracy (%): 7.12, Silent labels (%): 0.0, Time (s): 28.8
Train | Epoch 9.7 | Loss: 86.56, Accuracy (%): 7.87, Silent labels (%): 0.0, Time (s): 33.53
Train | Epoch 9.8 | Loss: 87.03, Accuracy (%): 7.43, Silent labels (%): 0.0, Time (s): 38.4
Train | Epoch 9.9 | Loss: 87.29, Accuracy (%): 7.22, Silent labels (%): 0.0, Time (s): 43.14
Train | Epoch 10.0 | Loss: 87.89, Accuracy (%): 6.48, Silent labels (%): 0.0, Time (s): 47.96
Test | Epoch 10.0 | Loss: 87.56, Accuracy (%): 7.02, Learning rate: 0.003, Hidden layer 1 spike counts: 262.73, Output layer spike counts: 27.93, Hidden layer 1 silents (%): 1.38, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 649.99, Output layer weights norm: 125.21, Time (s): 1.63
This network will be trained using DT = 0.01
Numpy seed: 523157788, Cupy seed: 1016678477
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 58.7, Accuracy (%): 63.37, Silent labels (%): 10.25, Time (s): 14.74
Train | Epoch 0.2 | Loss: 38.09, Accuracy (%): 80.77, Silent labels (%): 0.1, Time (s): 30.23
Train | Epoch 0.3 | Loss: 38.01, Accuracy (%): 81.25, Silent labels (%): 0.07, Time (s): 44.16
Train | Epoch 0.4 | Loss: 40.65, Accuracy (%): 76.78, Silent labels (%): 0.07, Time (s): 56.67
Train | Epoch 0.5 | Loss: 42.97, Accuracy (%): 73.77, Silent labels (%): 0.02, Time (s): 67.91
Train | Epoch 0.6 | Loss: 44.67, Accuracy (%): 70.82, Silent labels (%): 0.0, Time (s): 78.29
Train | Epoch 0.7 | Loss: 46.47, Accuracy (%): 68.02, Silent labels (%): 0.0, Time (s): 87.94
Train | Epoch 0.8 | Loss: 48.42, Accuracy (%): 64.97, Silent labels (%): 0.02, Time (s): 97.12
Train | Epoch 0.9 | Loss: 49.92, Accuracy (%): 62.48, Silent labels (%): 0.0, Time (s): 106.05
Train | Epoch 1.0 | Loss: 51.14, Accuracy (%): 59.48, Silent labels (%): 0.0, Time (s): 114.61
Test | Epoch 1.0 | Loss: 52.46, Accuracy (%): 57.97, Learning rate: 0.003, Hidden layer 1 spike counts: 709.28, Output layer spike counts: 33.62, Hidden layer 1 silents (%): 1.0, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 476.92, Output layer weights norm: 62.64, Time (s): 2.08
Best accuracy: 57.97%, Networks save to: best_model
Train | Epoch 1.1 | Loss: 52.85, Accuracy (%): 57.3, Silent labels (%): 0.0, Time (s): 8.25
Train | Epoch 1.2 | Loss: 53.18, Accuracy (%): 56.85, Silent labels (%): 0.0, Time (s): 16.27
Train | Epoch 1.3 | Loss: 54.16, Accuracy (%): 55.68, Silent labels (%): 0.0, Time (s): 24.11
Train | Epoch 1.4 | Loss: 54.82, Accuracy (%): 53.83, Silent labels (%): 0.0, Time (s): 32.21
Train | Epoch 1.5 | Loss: 55.83, Accuracy (%): 52.42, Silent labels (%): 0.0, Time (s): 39.91
Train | Epoch 1.6 | Loss: 56.53, Accuracy (%): 50.67, Silent labels (%): 0.0, Time (s): 47.47
Train | Epoch 1.7 | Loss: 57.04, Accuracy (%): 49.78, Silent labels (%): 0.02, Time (s): 54.77
Train | Epoch 1.8 | Loss: 58.34, Accuracy (%): 48.02, Silent labels (%): 0.0, Time (s): 62.04
Train | Epoch 1.9 | Loss: 59.14, Accuracy (%): 46.97, Silent labels (%): 0.02, Time (s): 69.01
Train | Epoch 2.0 | Loss: 59.99, Accuracy (%): 44.77, Silent labels (%): 0.02, Time (s): 76.36
Test | Epoch 2.0 | Loss: 60.33, Accuracy (%): 43.94, Learning rate: 0.003, Hidden layer 1 spike counts: 559.22, Output layer spike counts: 32.81, Hidden layer 1 silents (%): 0.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 495.65, Output layer weights norm: 69.57, Time (s): 2.21
Train | Epoch 2.1 | Loss: 60.15, Accuracy (%): 44.47, Silent labels (%): 0.02, Time (s): 6.75
Train | Epoch 2.2 | Loss: 61.22, Accuracy (%): 43.4, Silent labels (%): 0.02, Time (s): 13.54
Train | Epoch 2.3 | Loss: 62.07, Accuracy (%): 41.65, Silent labels (%): 0.03, Time (s): 20.43
Train | Epoch 2.4 | Loss: 63.0, Accuracy (%): 40.32, Silent labels (%): 0.02, Time (s): 27.36
Train | Epoch 2.5 | Loss: 63.29, Accuracy (%): 39.43, Silent labels (%): 0.0, Time (s): 34.13
Train | Epoch 2.6 | Loss: 63.8, Accuracy (%): 39.25, Silent labels (%): 0.0, Time (s): 40.98
Train | Epoch 2.7 | Loss: 63.46, Accuracy (%): 38.8, Silent labels (%): 0.0, Time (s): 47.96
Train | Epoch 2.8 | Loss: 64.43, Accuracy (%): 37.93, Silent labels (%): 0.03, Time (s): 54.65
Train | Epoch 2.9 | Loss: 64.48, Accuracy (%): 37.58, Silent labels (%): 0.02, Time (s): 61.38
Train | Epoch 3.0 | Loss: 64.39, Accuracy (%): 37.08, Silent labels (%): 0.0, Time (s): 67.92
Test | Epoch 3.0 | Loss: 64.9, Accuracy (%): 37.06, Learning rate: 0.003, Hidden layer 1 spike counts: 498.97, Output layer spike counts: 31.12, Hidden layer 1 silents (%): 0.75, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 514.47, Output layer weights norm: 75.72, Time (s): 2.08
Train | Epoch 3.1 | Loss: 64.79, Accuracy (%): 36.97, Silent labels (%): 0.02, Time (s): 6.28
Train | Epoch 3.2 | Loss: 66.02, Accuracy (%): 34.4, Silent labels (%): 0.02, Time (s): 12.5
Train | Epoch 3.3 | Loss: 65.96, Accuracy (%): 35.13, Silent labels (%): 0.0, Time (s): 19.0
Train | Epoch 3.4 | Loss: 66.74, Accuracy (%): 33.25, Silent labels (%): 0.0, Time (s): 25.39
Train | Epoch 3.5 | Loss: 67.08, Accuracy (%): 33.03, Silent labels (%): 0.05, Time (s): 31.78
Train | Epoch 3.6 | Loss: 67.02, Accuracy (%): 32.7, Silent labels (%): 0.0, Time (s): 38.19
Train | Epoch 3.7 | Loss: 67.85, Accuracy (%): 32.02, Silent labels (%): 0.03, Time (s): 44.27
Train | Epoch 3.8 | Loss: 67.82, Accuracy (%): 32.78, Silent labels (%): 0.02, Time (s): 50.42
Train | Epoch 3.9 | Loss: 67.64, Accuracy (%): 31.77, Silent labels (%): 0.02, Time (s): 56.38
Train | Epoch 4.0 | Loss: 68.64, Accuracy (%): 29.87, Silent labels (%): 0.02, Time (s): 62.44
Test | Epoch 4.0 | Loss: 68.39, Accuracy (%): 31.2, Learning rate: 0.003, Hidden layer 1 spike counts: 459.78, Output layer spike counts: 30.36, Hidden layer 1 silents (%): 0.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 533.78, Output layer weights norm: 81.7, Time (s): 2.32
Train | Epoch 4.1 | Loss: 68.35, Accuracy (%): 30.07, Silent labels (%): 0.0, Time (s): 5.99
Train | Epoch 4.2 | Loss: 68.96, Accuracy (%): 29.47, Silent labels (%): 0.0, Time (s): 12.23
Train | Epoch 4.3 | Loss: 69.11, Accuracy (%): 29.42, Silent labels (%): 0.02, Time (s): 18.73
Train | Epoch 4.4 | Loss: 70.38, Accuracy (%): 27.9, Silent labels (%): 0.05, Time (s): 24.95
Train | Epoch 4.5 | Loss: 69.52, Accuracy (%): 28.78, Silent labels (%): 0.02, Time (s): 31.35
Train | Epoch 4.6 | Loss: 70.04, Accuracy (%): 28.05, Silent labels (%): 0.02, Time (s): 37.77
Train | Epoch 4.7 | Loss: 70.06, Accuracy (%): 27.57, Silent labels (%): 0.0, Time (s): 44.01
Train | Epoch 4.8 | Loss: 70.75, Accuracy (%): 26.77, Silent labels (%): 0.0, Time (s): 50.05
Train | Epoch 4.9 | Loss: 70.91, Accuracy (%): 26.53, Silent labels (%): 0.02, Time (s): 55.92
Train | Epoch 5.0 | Loss: 71.24, Accuracy (%): 25.83, Silent labels (%): 0.05, Time (s): 62.11
Test | Epoch 5.0 | Loss: 72.02, Accuracy (%): 23.65, Learning rate: 0.003, Hidden layer 1 spike counts: 440.33, Output layer spike counts: 30.7, Hidden layer 1 silents (%): 0.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 553.55, Output layer weights norm: 87.52, Time (s): 2.18
Train | Epoch 5.1 | Loss: 71.67, Accuracy (%): 25.47, Silent labels (%): 0.07, Time (s): 6.1
Train | Epoch 5.2 | Loss: 71.82, Accuracy (%): 24.82, Silent labels (%): 0.0, Time (s): 12.37
Train | Epoch 5.3 | Loss: 71.57, Accuracy (%): 25.7, Silent labels (%): 0.03, Time (s): 18.33
Train | Epoch 5.4 | Loss: 71.86, Accuracy (%): 24.7, Silent labels (%): 0.02, Time (s): 24.11
Train | Epoch 5.5 | Loss: 72.06, Accuracy (%): 25.02, Silent labels (%): 0.03, Time (s): 30.28
Train | Epoch 5.6 | Loss: 72.57, Accuracy (%): 24.28, Silent labels (%): 0.02, Time (s): 36.51
Train | Epoch 5.7 | Loss: 72.74, Accuracy (%): 24.73, Silent labels (%): 0.02, Time (s): 42.92
Train | Epoch 5.8 | Loss: 73.04, Accuracy (%): 23.68, Silent labels (%): 0.02, Time (s): 48.95
Train | Epoch 5.9 | Loss: 73.23, Accuracy (%): 23.35, Silent labels (%): 0.02, Time (s): 55.07
Train | Epoch 6.0 | Loss: 72.61, Accuracy (%): 24.62, Silent labels (%): 0.05, Time (s): 60.89
Test | Epoch 6.0 | Loss: 74.08, Accuracy (%): 22.21, Learning rate: 0.003, Hidden layer 1 spike counts: 420.41, Output layer spike counts: 29.91, Hidden layer 1 silents (%): 0.62, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 573.76, Output layer weights norm: 92.83, Time (s): 2.12
Train | Epoch 6.1 | Loss: 72.78, Accuracy (%): 24.6, Silent labels (%): 0.03, Time (s): 5.99
Train | Epoch 6.2 | Loss: 74.06, Accuracy (%): 22.37, Silent labels (%): 0.0, Time (s): 12.06
Train | Epoch 6.3 | Loss: 74.53, Accuracy (%): 21.62, Silent labels (%): 0.05, Time (s): 17.99
Train | Epoch 6.4 | Loss: 74.44, Accuracy (%): 22.43, Silent labels (%): 0.0, Time (s): 24.15
Train | Epoch 6.5 | Loss: 74.83, Accuracy (%): 21.7, Silent labels (%): 0.0, Time (s): 29.99
Train | Epoch 6.6 | Loss: 74.63, Accuracy (%): 21.83, Silent labels (%): 0.05, Time (s): 35.92
Train | Epoch 6.7 | Loss: 74.86, Accuracy (%): 21.67, Silent labels (%): 0.05, Time (s): 41.67
Train | Epoch 6.8 | Loss: 75.07, Accuracy (%): 21.52, Silent labels (%): 0.03, Time (s): 47.53
Train | Epoch 6.9 | Loss: 75.38, Accuracy (%): 20.52, Silent labels (%): 0.02, Time (s): 53.38
Train | Epoch 7.0 | Loss: 75.16, Accuracy (%): 20.98, Silent labels (%): 0.03, Time (s): 59.37
Test | Epoch 7.0 | Loss: 75.83, Accuracy (%): 21.19, Learning rate: 0.003, Hidden layer 1 spike counts: 399.98, Output layer spike counts: 29.32, Hidden layer 1 silents (%): 0.5, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 593.97, Output layer weights norm: 97.97, Time (s): 1.99
Train | Epoch 7.1 | Loss: 75.63, Accuracy (%): 21.27, Silent labels (%): 0.02, Time (s): 5.64
Train | Epoch 7.2 | Loss: 75.34, Accuracy (%): 20.65, Silent labels (%): 0.02, Time (s): 11.33
Train | Epoch 7.3 | Loss: 76.15, Accuracy (%): 19.95, Silent labels (%): 0.02, Time (s): 17.13
Train | Epoch 7.4 | Loss: 75.86, Accuracy (%): 20.8, Silent labels (%): 0.03, Time (s): 22.75
Train | Epoch 7.5 | Loss: 75.68, Accuracy (%): 20.62, Silent labels (%): 0.05, Time (s): 28.28
Train | Epoch 7.6 | Loss: 75.96, Accuracy (%): 20.75, Silent labels (%): 0.03, Time (s): 34.17
Train | Epoch 7.7 | Loss: 76.6, Accuracy (%): 20.75, Silent labels (%): 0.03, Time (s): 39.93
Train | Epoch 7.8 | Loss: 76.45, Accuracy (%): 20.1, Silent labels (%): 0.07, Time (s): 45.66
Train | Epoch 7.9 | Loss: 76.97, Accuracy (%): 19.35, Silent labels (%): 0.02, Time (s): 51.49
