C:\Users\alexc\AppData\Local\Programs\Python\Python311\python.exe D:\Cojo\agcojocaru-Adapting-unconstrained-spiking-neural-networks-to\experiments\mnist\train_spike_count.py 
2024-05-16 14:38:05.419071: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
2024-05-16 14:38:06.328611: I tensorflow/core/util/port.cc:113] oneDNN custom operations are on. You may see slightly different numerical results due to floating-point round-off errors from different computation orders. To turn them off, set the environment variable `TF_ENABLE_ONEDNN_OPTS=0`.
This network will be trained using DT = 0.05
Numpy seed: 599816849, Cupy seed: 524483391
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 120.04, Accuracy (%): 8.75, Silent labels (%): 26.17, Time (s): 16.93
Train | Epoch 2.9 | Loss: 123.42, Accuracy (%): 10.08, Silent labels (%): 20.15, Time (s): 210.43
Train | Epoch 3.0 | Loss: 123.52, Accuracy (%): 9.68, Silent labels (%): 20.97, Time (s): 233.79
Test | Epoch 3.0 | Loss: 123.41, Accuracy (%): 9.8, Learning rate: 0.003, Hidden layer 1 spike counts: 866.84, Output layer spike counts: 8.0, Hidden layer 1 silents (%): 0.88, Output layer silents (%): 20.0, Hidden layer 1 weights norm: 618.16, Output layer weights norm: 155.31, Time (s): 2.08
Train | Epoch 3.1 | Loss: 123.38, Accuracy (%): 10.17, Silent labels (%): 19.85, Time (s): 23.09
Train | Epoch 3.2 | Loss: 123.4, Accuracy (%): 9.83, Silent labels (%): 20.02, Time (s): 46.48
Train | Epoch 3.3 | Loss: 123.47, Accuracy (%): 10.25, Silent labels (%): 20.6, Time (s): 69.91
Train | Epoch 3.4 | Loss: 123.52, Accuracy (%): 9.98, Silent labels (%): 21.03, Time (s): 93.34
Train | Epoch 3.5 | Loss: 123.37, Accuracy (%): 9.77, Silent labels (%): 19.72, Time (s): 116.67
Train | Epoch 3.6 | Loss: 123.32, Accuracy (%): 10.4, Silent labels (%): 19.32, Time (s): 139.96
Train | Epoch 3.7 | Loss: 123.42, Accuracy (%): 9.43, Silent labels (%): 20.2, Time (s): 163.29
Train | Epoch 3.8 | Loss: 123.38, Accuracy (%): 9.72, Silent labels (%): 19.82, Time (s): 186.65
Train | Epoch 3.9 | Loss: 123.47, Accuracy (%): 9.35, Silent labels (%): 20.55, Time (s): 210.01
Train | Epoch 4.0 | Loss: 123.48, Accuracy (%): 9.82, Silent labels (%): 20.68, Time (s): 233.36
Test | Epoch 4.0 | Loss: 123.41, Accuracy (%): 9.8, Learning rate: 0.003, Hidden layer 1 spike counts: 870.11, Output layer spike counts: 8.0, Hidden layer 1 silents (%): 1.0, Output layer silents (%): 20.0, Hidden layer 1 weights norm: 712.03, Output layer weights norm: 194.46, Time (s): 2.06
Train | Epoch 4.1 | Loss: 123.5, Accuracy (%): 10.0, Silent labels (%): 20.85, Time (s): 23.15
Train | Epoch 4.2 | Loss: 123.49, Accuracy (%): 10.18, Silent labels (%): 20.73, Time (s): 46.42
Train | Epoch 4.3 | Loss: 123.33, Accuracy (%): 9.92, Silent labels (%): 19.45, Time (s): 69.85
Train | Epoch 4.4 | Loss: 123.44, Accuracy (%): 9.72, Silent labels (%): 20.32, Time (s): 93.18
Train | Epoch 4.5 | Loss: 123.46, Accuracy (%): 9.72, Silent labels (%): 20.5, Time (s): 732.22
Train | Epoch 4.6 | Loss: 123.44, Accuracy (%): 9.62, Silent labels (%): 20.33, Time (s): 756.13
Train | Epoch 4.7 | Loss: 123.38, Accuracy (%): 10.23, Silent labels (%): 19.87, Time (s): 779.6
Train | Epoch 4.8 | Loss: 123.39, Accuracy (%): 9.82, Silent labels (%): 19.92, Time (s): 802.83
Train | Epoch 4.9 | Loss: 123.34, Accuracy (%): 10.2, Silent labels (%): 19.53, Time (s): 826.03
Train | Epoch 5.0 | Loss: 123.43, Accuracy (%): 9.32, Silent labels (%): 20.28, Time (s): 849.34
Test | Epoch 5.0 | Loss: 123.41, Accuracy (%): 9.8, Learning rate: 0.003, Hidden layer 1 spike counts: 871.66, Output layer spike counts: 8.0, Hidden layer 1 silents (%): 1.5, Output layer silents (%): 20.0, Hidden layer 1 weights norm: 831.96, Output layer weights norm: 238.12, Time (s): 2.09
Train | Epoch 5.1 | Loss: 123.49, Accuracy (%): 9.72, Silent labels (%): 20.78, Time (s): 23.12
Train | Epoch 5.2 | Loss: 123.4, Accuracy (%): 10.08, Silent labels (%): 20.0, Time (s): 46.42
Train | Epoch 5.3 | Loss: 123.37, Accuracy (%): 10.3, Silent labels (%): 19.78, Time (s): 69.69
Train | Epoch 5.4 | Loss: 123.48, Accuracy (%): 9.97, Silent labels (%): 20.65, Time (s): 92.88
Train | Epoch 5.5 | Loss: 123.43, Accuracy (%): 9.78, Silent labels (%): 20.27, Time (s): 116.03
Train | Epoch 5.6 | Loss: 123.39, Accuracy (%): 9.27, Silent labels (%): 19.95, Time (s): 139.49
Train | Epoch 5.7 | Loss: 123.48, Accuracy (%): 9.6, Silent labels (%): 20.67, Time (s): 163.37
Train | Epoch 5.8 | Loss: 123.41, Accuracy (%): 10.1, Silent labels (%): 20.1, Time (s): 186.49
Train | Epoch 5.9 | Loss: 123.39, Accuracy (%): 10.0, Silent labels (%): 19.93, Time (s): 209.69
Train | Epoch 6.0 | Loss: 123.36, Accuracy (%): 9.9, Silent labels (%): 19.65, Time (s): 233.17
Test | Epoch 6.0 | Loss: 123.41, Accuracy (%): 9.8, Learning rate: 0.003, Hidden layer 1 spike counts: 854.24, Output layer spike counts: 8.0, Hidden layer 1 silents (%): 1.62, Output layer silents (%): 20.0, Hidden layer 1 weights norm: 978.22, Output layer weights norm: 287.64, Time (s): 2.3
Train | Epoch 6.1 | Loss: 123.55, Accuracy (%): 9.45, Silent labels (%): 21.27, Time (s): 23.38
Train | Epoch 6.2 | Loss: 123.38, Accuracy (%): 9.18, Silent labels (%): 19.87, Time (s): 46.19
Train | Epoch 6.3 | Loss: 123.51, Accuracy (%): 10.22, Silent labels (%): 20.88, Time (s): 68.94
Train | Epoch 6.4 | Loss: 123.47, Accuracy (%): 10.43, Silent labels (%): 20.58, Time (s): 91.77
Train | Epoch 6.5 | Loss: 123.34, Accuracy (%): 9.75, Silent labels (%): 19.47, Time (s): 115.15
Train | Epoch 6.6 | Loss: 123.43, Accuracy (%): 9.73, Silent labels (%): 20.23, Time (s): 137.97
Train | Epoch 6.7 | Loss: 123.4, Accuracy (%): 10.05, Silent labels (%): 20.02, Time (s): 161.02
Train | Epoch 6.8 | Loss: 123.45, Accuracy (%): 9.78, Silent labels (%): 20.43, Time (s): 183.15
Train | Epoch 6.9 | Loss: 123.33, Accuracy (%): 10.3, Silent labels (%): 19.45, Time (s): 205.24
Train | Epoch 7.0 | Loss: 123.35, Accuracy (%): 9.82, Silent labels (%): 19.58, Time (s): 227.59
Test | Epoch 7.0 | Loss: 123.41, Accuracy (%): 9.8, Learning rate: 0.003, Hidden layer 1 spike counts: 804.11, Output layer spike counts: 8.0, Hidden layer 1 silents (%): 1.75, Output layer silents (%): 20.0, Hidden layer 1 weights norm: 1146.09, Output layer weights norm: 343.66, Time (s): 2.08
Train | Epoch 7.1 | Loss: 123.4, Accuracy (%): 10.17, Silent labels (%): 20.02, Time (s): 21.74
Train | Epoch 7.2 | Loss: 123.43, Accuracy (%): 9.72, Silent labels (%): 20.23, Time (s): 43.47
Train | Epoch 7.3 | Loss: 123.49, Accuracy (%): 10.05, Silent labels (%): 20.77, Time (s): 65.1
Train | Epoch 7.4 | Loss: 123.42, Accuracy (%): 10.0, Silent labels (%): 20.2, Time (s): 86.6
Train | Epoch 7.5 | Loss: 123.38, Accuracy (%): 9.63, Silent labels (%): 19.87, Time (s): 107.94
Train | Epoch 7.6 | Loss: 123.38, Accuracy (%): 10.15, Silent labels (%): 19.85, Time (s): 129.05
Train | Epoch 7.7 | Loss: 123.47, Accuracy (%): 9.78, Silent labels (%): 20.55, Time (s): 150.08
Train | Epoch 7.8 | Loss: 123.35, Accuracy (%): 9.27, Silent labels (%): 19.62, Time (s): 170.97
Train | Epoch 7.9 | Loss: 123.43, Accuracy (%): 10.48, Silent labels (%): 20.23, Time (s): 191.76
Train | Epoch 8.0 | Loss: 123.45, Accuracy (%): 9.47, Silent labels (%): 20.45, Time (s): 212.43
Test | Epoch 8.0 | Loss: 123.41, Accuracy (%): 9.8, Learning rate: 0.003, Hidden layer 1 spike counts: 740.21, Output layer spike counts: 8.0, Hidden layer 1 silents (%): 2.38, Output layer silents (%): 20.0, Hidden layer 1 weights norm: 1329.51, Output layer weights norm: 404.44, Time (s): 2.03
Train | Epoch 8.1 | Loss: 123.5, Accuracy (%): 9.52, Silent labels (%): 20.85, Time (s): 20.35
Train | Epoch 8.2 | Loss: 123.38, Accuracy (%): 9.82, Silent labels (%): 19.87, Time (s): 40.68
Train | Epoch 8.3 | Loss: 123.48, Accuracy (%): 9.7, Silent labels (%): 20.67, Time (s): 61.25
Train | Epoch 8.4 | Loss: 123.35, Accuracy (%): 9.85, Silent labels (%): 19.62, Time (s): 82.28
Train | Epoch 8.5 | Loss: 123.36, Accuracy (%): 9.97, Silent labels (%): 19.65, Time (s): 102.27
Train | Epoch 8.6 | Loss: 123.43, Accuracy (%): 10.25, Silent labels (%): 20.27, Time (s): 122.61
Train | Epoch 8.7 | Loss: 123.47, Accuracy (%): 9.92, Silent labels (%): 20.57, Time (s): 142.16
Train | Epoch 8.8 | Loss: 123.37, Accuracy (%): 9.68, Silent labels (%): 19.78, Time (s): 161.56
Train | Epoch 8.9 | Loss: 123.42, Accuracy (%): 10.05, Silent labels (%): 20.15, Time (s): 180.94
Train | Epoch 9.0 | Loss: 123.44, Accuracy (%): 9.97, Silent labels (%): 20.37, Time (s): 200.56
Test | Epoch 9.0 | Loss: 123.41, Accuracy (%): 9.8, Learning rate: 0.003, Hidden layer 1 spike counts: 666.2, Output layer spike counts: 8.0, Hidden layer 1 silents (%): 2.88, Output layer silents (%): 20.0, Hidden layer 1 weights norm: 1525.25, Output layer weights norm: 468.26, Time (s): 2.06
Train | Epoch 9.1 | Loss: 123.47, Accuracy (%): 9.82, Silent labels (%): 20.6, Time (s): 19.05
Train | Epoch 9.2 | Loss: 123.4, Accuracy (%): 9.3, Silent labels (%): 20.02, Time (s): 37.84
Train | Epoch 9.3 | Loss: 123.46, Accuracy (%): 10.18, Silent labels (%): 20.47, Time (s): 56.62
Train | Epoch 9.4 | Loss: 123.45, Accuracy (%): 10.42, Silent labels (%): 20.4, Time (s): 75.81
Train | Epoch 9.5 | Loss: 123.43, Accuracy (%): 10.2, Silent labels (%): 20.28, Time (s): 93.96
Train | Epoch 9.6 | Loss: 123.48, Accuracy (%): 10.85, Silent labels (%): 20.63, Time (s): 111.9
Train | Epoch 9.7 | Loss: 123.38, Accuracy (%): 9.6, Silent labels (%): 19.83, Time (s): 129.84
Train | Epoch 9.8 | Loss: 123.35, Accuracy (%): 9.55, Silent labels (%): 19.57, Time (s): 147.52
Train | Epoch 9.9 | Loss: 123.38, Accuracy (%): 9.65, Silent labels (%): 19.83, Time (s): 164.67
Train | Epoch 10.0 | Loss: 123.42, Accuracy (%): 9.15, Silent labels (%): 20.15, Time (s): 181.99
Test | Epoch 10.0 | Loss: 123.41, Accuracy (%): 9.8, Learning rate: 0.003, Hidden layer 1 spike counts: 558.34, Output layer spike counts: 8.0, Hidden layer 1 silents (%): 3.5, Output layer silents (%): 20.0, Hidden layer 1 weights norm: 1717.3, Output layer weights norm: 534.93, Time (s): 2.23
This network will be trained using DT = 0.01
Numpy seed: 1085081780, Cupy seed: 1627091300
Loading datasets...
Creating network...
Training...
Train | Epoch 0.1 | Loss: 59.1, Accuracy (%): 63.92, Silent labels (%): 9.93, Time (s): 14.15
Train | Epoch 0.2 | Loss: 37.54, Accuracy (%): 81.72, Silent labels (%): 0.07, Time (s): 29.15
Train | Epoch 0.3 | Loss: 39.12, Accuracy (%): 79.45, Silent labels (%): 0.03, Time (s): 43.04
Train | Epoch 0.4 | Loss: 41.04, Accuracy (%): 76.7, Silent labels (%): 0.0, Time (s): 55.76
Train | Epoch 0.5 | Loss: 44.2, Accuracy (%): 71.88, Silent labels (%): 0.03, Time (s): 67.69
Train | Epoch 0.6 | Loss: 46.39, Accuracy (%): 69.62, Silent labels (%): 0.02, Time (s): 78.8
Train | Epoch 0.7 | Loss: 47.71, Accuracy (%): 67.03, Silent labels (%): 0.02, Time (s): 88.93
Train | Epoch 0.8 | Loss: 50.04, Accuracy (%): 63.28, Silent labels (%): 0.02, Time (s): 99.01
Train | Epoch 0.9 | Loss: 52.02, Accuracy (%): 59.9, Silent labels (%): 0.0, Time (s): 108.91
Train | Epoch 1.0 | Loss: 52.8, Accuracy (%): 58.0, Silent labels (%): 0.0, Time (s): 118.3
Test | Epoch 1.0 | Loss: 53.08, Accuracy (%): 57.24, Learning rate: 0.003, Hidden layer 1 spike counts: 709.57, Output layer spike counts: 33.26, Hidden layer 1 silents (%): 0.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 477.57, Output layer weights norm: 63.43, Time (s): 2.29
Best accuracy: 57.24%, Networks save to: best_model
Train | Epoch 1.1 | Loss: 53.53, Accuracy (%): 56.52, Silent labels (%): 0.0, Time (s): 9.06
Train | Epoch 1.2 | Loss: 54.58, Accuracy (%): 54.48, Silent labels (%): 0.02, Time (s): 17.68
Train | Epoch 1.3 | Loss: 55.59, Accuracy (%): 53.05, Silent labels (%): 0.02, Time (s): 26.01
Train | Epoch 1.4 | Loss: 57.49, Accuracy (%): 50.12, Silent labels (%): 0.03, Time (s): 34.11
Train | Epoch 1.5 | Loss: 57.89, Accuracy (%): 48.68, Silent labels (%): 0.0, Time (s): 42.16
Train | Epoch 1.6 | Loss: 58.27, Accuracy (%): 47.63, Silent labels (%): 0.0, Time (s): 49.95
Train | Epoch 1.7 | Loss: 59.16, Accuracy (%): 47.05, Silent labels (%): 0.0, Time (s): 57.83
Train | Epoch 1.8 | Loss: 60.2, Accuracy (%): 44.17, Silent labels (%): 0.0, Time (s): 65.49
Train | Epoch 1.9 | Loss: 60.84, Accuracy (%): 43.73, Silent labels (%): 0.03, Time (s): 72.85
Train | Epoch 2.0 | Loss: 61.17, Accuracy (%): 43.02, Silent labels (%): 0.02, Time (s): 80.13
Test | Epoch 2.0 | Loss: 61.55, Accuracy (%): 42.68, Learning rate: 0.003, Hidden layer 1 spike counts: 567.46, Output layer spike counts: 31.69, Hidden layer 1 silents (%): 1.0, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 496.72, Output layer weights norm: 70.71, Time (s): 2.12
Train | Epoch 2.1 | Loss: 61.35, Accuracy (%): 43.08, Silent labels (%): 0.03, Time (s): 6.72
Train | Epoch 2.2 | Loss: 62.43, Accuracy (%): 40.93, Silent labels (%): 0.0, Time (s): 13.75
Train | Epoch 2.3 | Loss: 62.66, Accuracy (%): 41.25, Silent labels (%): 0.0, Time (s): 20.67
Train | Epoch 2.4 | Loss: 62.58, Accuracy (%): 40.32, Silent labels (%): 0.0, Time (s): 27.55
Train | Epoch 2.5 | Loss: 63.42, Accuracy (%): 38.98, Silent labels (%): 0.0, Time (s): 34.2
Train | Epoch 2.6 | Loss: 64.14, Accuracy (%): 37.95, Silent labels (%): 0.02, Time (s): 40.91
Train | Epoch 2.7 | Loss: 64.59, Accuracy (%): 36.73, Silent labels (%): 0.0, Time (s): 47.53
Train | Epoch 2.8 | Loss: 65.13, Accuracy (%): 35.85, Silent labels (%): 0.0, Time (s): 54.11
Train | Epoch 2.9 | Loss: 65.16, Accuracy (%): 35.8, Silent labels (%): 0.03, Time (s): 60.55
Train | Epoch 3.0 | Loss: 66.14, Accuracy (%): 34.8, Silent labels (%): 0.02, Time (s): 66.99
Test | Epoch 3.0 | Loss: 65.83, Accuracy (%): 34.07, Learning rate: 0.003, Hidden layer 1 spike counts: 506.27, Output layer spike counts: 31.42, Hidden layer 1 silents (%): 0.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 515.6, Output layer weights norm: 77.0, Time (s): 2.09
Train | Epoch 3.1 | Loss: 65.72, Accuracy (%): 34.63, Silent labels (%): 0.05, Time (s): 6.26
Train | Epoch 3.2 | Loss: 66.1, Accuracy (%): 33.48, Silent labels (%): 0.0, Time (s): 12.67
Train | Epoch 3.3 | Loss: 66.99, Accuracy (%): 31.85, Silent labels (%): 0.0, Time (s): 19.05
Train | Epoch 3.4 | Loss: 66.64, Accuracy (%): 32.48, Silent labels (%): 0.0, Time (s): 25.31
Train | Epoch 3.5 | Loss: 67.62, Accuracy (%): 30.82, Silent labels (%): 0.02, Time (s): 31.65
Train | Epoch 3.6 | Loss: 67.52, Accuracy (%): 30.27, Silent labels (%): 0.02, Time (s): 38.07
Train | Epoch 3.7 | Loss: 67.96, Accuracy (%): 29.33, Silent labels (%): 0.0, Time (s): 44.35
Train | Epoch 3.8 | Loss: 68.41, Accuracy (%): 29.77, Silent labels (%): 0.02, Time (s): 50.37
Train | Epoch 3.9 | Loss: 68.93, Accuracy (%): 28.82, Silent labels (%): 0.0, Time (s): 56.37
Train | Epoch 4.0 | Loss: 68.81, Accuracy (%): 29.15, Silent labels (%): 0.07, Time (s): 62.43
Test | Epoch 4.0 | Loss: 69.22, Accuracy (%): 29.05, Learning rate: 0.003, Hidden layer 1 spike counts: 466.72, Output layer spike counts: 30.58, Hidden layer 1 silents (%): 1.38, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 534.66, Output layer weights norm: 82.89, Time (s): 2.03
Train | Epoch 4.1 | Loss: 69.55, Accuracy (%): 28.27, Silent labels (%): 0.02, Time (s): 5.84
Train | Epoch 4.2 | Loss: 68.88, Accuracy (%): 29.07, Silent labels (%): 0.02, Time (s): 11.97
Train | Epoch 4.3 | Loss: 70.1, Accuracy (%): 27.45, Silent labels (%): 0.0, Time (s): 18.15
Train | Epoch 4.4 | Loss: 69.86, Accuracy (%): 27.37, Silent labels (%): 0.05, Time (s): 24.24
Train | Epoch 4.5 | Loss: 70.27, Accuracy (%): 27.52, Silent labels (%): 0.0, Time (s): 30.19
Train | Epoch 4.6 | Loss: 70.59, Accuracy (%): 26.48, Silent labels (%): 0.02, Time (s): 36.02
Train | Epoch 4.7 | Loss: 71.16, Accuracy (%): 25.83, Silent labels (%): 0.03, Time (s): 41.93
Train | Epoch 4.8 | Loss: 71.27, Accuracy (%): 25.48, Silent labels (%): 0.02, Time (s): 47.71
Train | Epoch 4.9 | Loss: 71.24, Accuracy (%): 26.15, Silent labels (%): 0.0, Time (s): 53.58
Train | Epoch 5.0 | Loss: 71.41, Accuracy (%): 25.57, Silent labels (%): 0.05, Time (s): 59.4
Test | Epoch 5.0 | Loss: 72.55, Accuracy (%): 23.57, Learning rate: 0.003, Hidden layer 1 spike counts: 444.56, Output layer spike counts: 30.02, Hidden layer 1 silents (%): 1.38, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 554.17, Output layer weights norm: 88.58, Time (s): 2.0
Train | Epoch 5.1 | Loss: 71.75, Accuracy (%): 24.78, Silent labels (%): 0.02, Time (s): 5.72
Train | Epoch 5.2 | Loss: 72.18, Accuracy (%): 24.62, Silent labels (%): 0.02, Time (s): 11.53
Train | Epoch 5.3 | Loss: 72.74, Accuracy (%): 23.98, Silent labels (%): 0.0, Time (s): 17.29
Train | Epoch 5.4 | Loss: 72.45, Accuracy (%): 24.52, Silent labels (%): 0.0, Time (s): 23.09
Train | Epoch 5.5 | Loss: 72.7, Accuracy (%): 23.7, Silent labels (%): 0.05, Time (s): 28.89
Train | Epoch 5.6 | Loss: 72.96, Accuracy (%): 23.63, Silent labels (%): 0.03, Time (s): 35.16
Train | Epoch 5.7 | Loss: 73.36, Accuracy (%): 23.18, Silent labels (%): 0.02, Time (s): 41.11
Train | Epoch 5.8 | Loss: 73.53, Accuracy (%): 22.63, Silent labels (%): 0.02, Time (s): 46.77
Train | Epoch 5.9 | Loss: 73.99, Accuracy (%): 22.7, Silent labels (%): 0.03, Time (s): 52.44
Train | Epoch 6.0 | Loss: 73.55, Accuracy (%): 23.27, Silent labels (%): 0.02, Time (s): 58.09
Test | Epoch 6.0 | Loss: 74.62, Accuracy (%): 21.16, Learning rate: 0.003, Hidden layer 1 spike counts: 423.88, Output layer spike counts: 30.0, Hidden layer 1 silents (%): 0.75, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 574.14, Output layer weights norm: 93.73, Time (s): 2.01
Train | Epoch 6.1 | Loss: 73.63, Accuracy (%): 22.67, Silent labels (%): 0.02, Time (s): 5.44
Train | Epoch 6.2 | Loss: 74.81, Accuracy (%): 21.55, Silent labels (%): 0.02, Time (s): 11.07
Train | Epoch 6.3 | Loss: 74.87, Accuracy (%): 21.65, Silent labels (%): 0.03, Time (s): 17.16
Train | Epoch 6.4 | Loss: 74.42, Accuracy (%): 22.32, Silent labels (%): 0.03, Time (s): 23.07
Train | Epoch 6.5 | Loss: 74.39, Accuracy (%): 22.28, Silent labels (%): 0.07, Time (s): 28.78
Train | Epoch 6.6 | Loss: 74.78, Accuracy (%): 21.52, Silent labels (%): 0.0, Time (s): 34.54
Train | Epoch 6.7 | Loss: 75.11, Accuracy (%): 21.57, Silent labels (%): 0.0, Time (s): 40.25
Train | Epoch 6.8 | Loss: 75.46, Accuracy (%): 20.57, Silent labels (%): 0.0, Time (s): 45.99
Train | Epoch 6.9 | Loss: 75.77, Accuracy (%): 21.02, Silent labels (%): 0.02, Time (s): 51.53
Train | Epoch 7.0 | Loss: 75.8, Accuracy (%): 20.57, Silent labels (%): 0.05, Time (s): 57.39
Test | Epoch 7.0 | Loss: 76.92, Accuracy (%): 19.51, Learning rate: 0.003, Hidden layer 1 spike counts: 417.55, Output layer spike counts: 29.77, Hidden layer 1 silents (%): 0.88, Output layer silents (%): 0.0, Hidden layer 1 weights norm: 594.22, Output layer weights norm: 98.81, Time (s): 2.03
Train | Epoch 7.1 | Loss: 75.52, Accuracy (%): 21.22, Silent labels (%): 0.05, Time (s): 5.57
Train | Epoch 7.2 | Loss: 76.44, Accuracy (%): 19.6, Silent labels (%): 0.03, Time (s): 11.2
Train | Epoch 7.3 | Loss: 76.22, Accuracy (%): 20.6, Silent labels (%): 0.0, Time (s): 16.78
Train | Epoch 7.4 | Loss: 76.83, Accuracy (%): 19.93, Silent labels (%): 0.03, Time (s): 22.4
Train | Epoch 7.5 | Loss: 77.06, Accuracy (%): 19.68, Silent labels (%): 0.0, Time (s): 27.94
Train | Epoch 7.6 | Loss: 77.22, Accuracy (%): 19.48, Silent labels (%): 0.03, Time (s): 33.42
Train | Epoch 7.7 | Loss: 77.05, Accuracy (%): 19.2, Silent labels (%): 0.02, Time (s): 38.97
Train | Epoch 7.8 | Loss: 76.64, Accuracy (%): 20.13, Silent labels (%): 0.0, Time (s): 44.63
Train | Epoch 7.9 | Loss: 77.31, Accuracy (%): 18.8, Silent labels (%): 0.05, Time (s): 50.4
Train | Epoch 8.0 | Loss: 77.46, Accuracy (%): 19.35, Silent labels (%): 0.02, Time (s): 55.96
